,Loss,train-acc,test-acc,commd_round
0,1.0760334652662278,57.71666666666667,72.78,
1,0.8648601717874408,66.02083333333333,75.64999999999999,
2,0.7698477437719703,69.99722222222222,78.18,
3,0.709200075622648,72.47291666666666,80.74,
4,0.667478843845427,74.18833333333333,81.61,
5,0.46868962397798897,82.38333333333333,81.08999999999999,
6,0.4646088722255081,82.65,81.58,
7,0.4587622451844315,82.75,82.78999999999999,
8,0.45477283366490157,82.90833333333333,82.50999999999999,
9,0.44784445575252174,83.19166666666666,84.13000000000001,
10,0.41241255355998874,84.475,81.38,
11,0.4040916148200631,84.88333333333333,84.09,
12,0.4012079116888344,84.99166666666666,83.44,
13,0.39689599610399456,85.20625,85.00999999999999,
14,0.39438206353411076,85.33333333333334,82.71,
15,0.36773435689508915,86.19166666666666,84.47,
16,0.3716721172304824,86.10833333333333,84.89,
17,0.3684253661924352,86.18333333333334,85.22999999999999,
18,0.3638619254925288,86.26875000000001,85.6,
19,0.3626664262432605,86.325,85.81,
20,0.33886373588815333,87.36666666666667,86.61,
21,0.34249879222828894,87.15833333333333,86.44,
22,0.33918435187699897,87.225,85.32,
23,0.33862132095033304,87.26041666666666,86.96000000000001,
24,0.33780320342071357,87.32166666666666,86.61999999999999,
25,0.3207120909355581,87.49166666666667,86.6,
26,0.3209243339346722,87.74166666666666,86.72,
27,0.3246380274153004,87.67777777777778,86.99,
28,0.3216879080119543,87.83125000000001,87.2,
29,0.31951518767513337,87.88,86.31,
30,0.3129216177202761,87.97500000000001,86.29,
31,0.3130547081446275,88.10416666666666,86.92999999999999,
32,0.3096571935278674,88.30833333333334,87.48,
33,0.3066386503120884,88.4875,86.83999999999999,
34,0.3063016193341464,88.42833333333333,87.74,
35,0.29240404528565705,89.21666666666667,87.42999999999999,
36,0.29106204946991054,89.04583333333333,87.26,
37,0.29039435790541274,89.10555555555555,87.51,
38,0.29148354202741755,89.0625,87.62,
39,0.29146180920675396,89.06333333333333,87.89,
40,0.2824518114048988,89.31666666666666,88.46000000000001,
41,0.2799531653965823,89.45,87.28,
42,0.28339256124105305,89.41388888888889,87.69,
43,0.28316200701869093,89.37291666666667,87.98,
44,0.283827019690536,89.335,84.6,
45,0.276481882147491,89.56666666666668,87.92,
46,0.2793360258731991,89.4,87.76,
47,0.2773366203345358,89.54166666666666,88.96,
48,0.27315235340967775,89.66458333333334,87.45,
49,0.2743672598786652,89.59666666666666,88.03,
