,Loss,train-acc,test-acc,commd_round
0,1.149547511935234,66.07499999999999,74.86,
1,0.898613164164126,72.33500000000001,78.68,
2,0.7910951568186283,75.10666666666667,80.58,
3,0.5293972861766815,81.98,81.35,
4,0.5165313158929348,82.325,81.96,
5,0.5036487090960144,82.63166666666667,82.27,
6,0.4665919655188918,83.775,82.59,
7,0.46442369002848866,83.8925,83.38,
8,0.4572635528196891,84.15166666666667,83.48,
9,0.4384287767112255,84.665,83.39,
10,0.432210056129843,84.9175,83.88,
11,0.4310825223227342,84.98,84.13000000000001,
12,0.4233382155373693,85.44,84.25,
13,0.415193947609514,85.6225,83.99,
14,0.4115735969568292,85.75666666666667,84.38,
15,0.3989556426182389,85.955,84.27,
16,0.39739217584952713,86.0625,84.61999999999999,
17,0.3964784001496931,86.13166666666666,84.86,
18,0.3859131895005703,86.665,84.89,
19,0.3833379289973527,86.775,85.08,
20,0.3828766785003245,86.735,85.24000000000001,
21,0.36737216807901857,87.19,85.19,
22,0.3721694703958929,87.02250000000001,85.27,
23,0.3725324661284685,86.98,85.32,
24,0.372887447681278,87.12,85.47,
25,0.36420151554979385,87.2975,85.71,
26,0.3625441619195044,87.34333333333333,85.31,
27,0.3618591330945492,87.275,85.77,
28,0.3567454862967134,87.41250000000001,85.69,
29,0.354203976765275,87.56833333333334,85.84,
30,0.3464663949981332,87.495,85.99,
31,0.34619000686332585,87.7325,86.11999999999999,
32,0.3468257027491927,87.79666666666667,86.18,
33,0.3402120657078922,88.065,86.25,
34,0.33841413415037097,88.08500000000001,86.33,
35,0.3389761577670773,88.07833333333333,86.11,
36,0.3385120255500078,88.125,86.05000000000001,
37,0.33664361406117677,88.0,86.36,
38,0.33352790921305614,88.225,86.53999999999999,
39,0.33050385288894174,88.345,86.47,
40,0.327652046661824,88.4475,86.53,
41,0.3268124989668528,88.49666666666667,86.7,
42,0.3211989597789943,88.675,86.6,
43,0.3238491072319448,88.57000000000001,86.4,
44,0.32102370425437887,88.69666666666667,86.75,
45,0.32036829967051744,88.92999999999999,86.79,
46,0.3151728775165975,88.9725,86.77,
47,0.31510064776365954,88.905,86.78,
48,0.31121216394007206,89.01,86.9,
49,0.3114798164460808,88.8975,87.07000000000001,
50,0.31050232843185466,89.02666666666667,87.01,
51,0.30266301894560454,89.18,87.18,
52,0.30512424469925464,89.1525,87.12,
53,0.3053927402384579,89.19666666666667,87.25,
54,0.28992092166095973,89.595,87.24,
55,0.2994861954264343,89.3125,87.22,
56,0.30063535429537297,89.385,87.06,
57,0.2941352263838053,89.67,87.25,
58,0.2939230004698038,89.63,86.5,
59,0.29587763485188284,89.515,87.39,
