,Skip,Loss,train-acc,test-acc
0,285.0,0.36327920694478477,90.00166666666667,94.04
1,974.0,0.17977096406448012,94.915,95.59
2,1563.0,0.12738793789810735,96.41499999999999,96.67999999999999
3,1994.0,0.09883750136462428,97.26166666666667,97.35000000000001
4,2264.0,0.08017659414794373,97.80333333333333,97.49
5,2471.0,0.06618592944328945,98.19833333333334,97.43
6,2630.0,0.05534707094420446,98.52666666666666,97.7
7,2806.0,0.04719223186668387,98.80166666666666,97.83
8,3008.0,0.0410479695488757,98.95,97.76
9,3116.0,0.03537262073200206,99.13,97.95
10,3247.0,0.0301343223056186,99.29333333333334,98.06
11,3344.0,0.026124553019889692,99.37833333333333,98.06
12,3483.0,0.022141874443012056,99.53833333333333,98.07000000000001
13,3560.0,0.02025475594101954,99.59833333333333,98.09
14,3669.0,0.01773458159957833,99.66666666666667,97.85000000000001
15,3765.0,0.014771146346203143,99.765,98.18
16,3851.0,0.012763924596759353,99.815,98.26
17,3955.0,0.011120319768914366,99.82166666666666,98.11999999999999
18,4039.0,0.009302285941154575,99.88833333333334,98.1
19,4090.0,0.008295160804211719,99.92666666666666,98.2
