,Loss,train-acc,test-acc,commd_round
0,0.7910951568186283,75.10666666666667,80.58,
1,0.5036487090960144,82.63166666666667,82.27,
2,0.4572635528196891,84.15166666666667,83.48,
3,0.4310825223227342,84.98,84.13000000000001,
4,0.4115735969568292,85.75666666666667,84.38,
5,0.3964784001496931,86.13166666666666,84.86,
6,0.3828766785003245,86.735,85.24000000000001,
7,0.3725324661284685,86.98,85.32,
8,0.3625441619195044,87.34333333333333,85.31,
9,0.354203976765275,87.56833333333334,85.84,
10,0.3468257027491927,87.79666666666667,86.18,
11,0.3389761577670773,88.07833333333333,86.11,
12,0.33352790921305614,88.225,86.53999999999999,
13,0.3268124989668528,88.49666666666667,86.7,
14,0.32102370425437887,88.69666666666667,86.75,
15,0.31510064776365954,88.905,86.78,
16,0.31050232843185466,89.02666666666667,87.01,
17,0.3053927402384579,89.19666666666667,87.25,
18,0.30063535429537297,89.385,87.06,
19,0.29587763485188284,89.515,87.39,
