,Skip,Loss,train-acc,test-acc
0,1773.0,0.3810600855024531,89.48333333333333,94.21000000000001
1,2633.0,0.17458466068825995,95.12333333333333,95.72
2,3073.0,0.1210290729352273,96.65833333333333,97.06
3,3355.0,0.09228769334985797,97.555,97.32
4,3489.0,0.0738265650276638,98.06333333333333,97.5
5,3618.0,0.061107409506007876,98.43666666666667,97.67
6,3752.0,0.05025290335366541,98.73166666666665,97.85000000000001
7,3811.0,0.04297593719526534,98.87833333333333,97.87
8,3904.0,0.03542587978181837,99.15333333333334,98.0
9,4021.0,0.03128790960162344,99.275,97.98
10,4164.0,0.025713197412307636,99.41,98.1
11,4207.0,0.02226962686965271,99.53999999999999,98.00999999999999
12,4300.0,0.018681655776201296,99.66833333333334,98.07000000000001
13,4388.0,0.01568092635606384,99.73666666666666,98.11999999999999
14,4415.0,0.013649927044735706,99.79,98.02
15,4515.0,0.01201671874324711,99.84333333333333,98.2
16,4650.0,0.00944414025522019,99.88666666666667,98.02
17,4660.0,0.008879042010297022,99.895,98.1
18,4759.0,0.007110817135009635,99.93333333333332,98.1
19,4812.0,0.005914737650964838,99.955,98.24000000000001
