,Skip,Loss,train-acc,test-acc
0,299.0,1.0837334941327572,71.88,85.65
1,630.0,0.7736246865615248,79.17,89.25999999999999
2,957.0,0.6388530872079233,82.50999999999999,90.53
3,1281.0,0.3237627003248781,90.67,91.79
4,1601.0,0.3049219782697037,91.1575,92.54
5,1918.0,0.2891678628853212,91.60166666666667,92.83
6,2242.0,0.23248099844902753,93.135,93.71000000000001
7,2562.0,0.2268751162663102,93.425,94.21000000000001
8,2879.0,0.22039364801409345,93.59333333333333,94.36
9,3201.0,0.18118536292109638,94.77,94.52000000000001
10,3527.0,0.18354205920128153,94.7375,94.91000000000001
11,3858.0,0.1796706976632898,94.84,95.43
12,4189.0,0.1589157065562904,95.42,95.36
13,4530.0,0.15685221665073187,95.5025,95.63000000000001
14,4869.0,0.15305791644379496,95.57666666666667,95.69
15,5213.0,0.1415974955074489,96.125,95.96000000000001
16,5554.0,0.13636449559475294,96.14,95.8
17,5882.0,0.13413796207479511,96.16666666666667,95.82000000000001
18,6214.0,0.1216652406519279,96.41999999999999,96.26
19,6554.0,0.11913104331120848,96.5775,96.49
20,6891.0,0.11743988507737715,96.65,96.61999999999999
21,7234.0,0.10480947063304484,97.055,96.61
22,7577.0,0.10173185356426984,97.1725,96.73
23,7918.0,0.10339503571856767,97.13666666666667,96.67999999999999
24,8263.0,0.09503326167585328,97.39,96.69
25,8602.0,0.0947019659273792,97.38,96.98
26,8941.0,0.09519288477487862,97.34333333333333,97.22
27,9282.0,0.09330916632898152,97.45,97.08
28,9628.0,0.08808571680216119,97.5625,97.0
29,9967.0,0.0884752525932466,97.54666666666667,97.02
30,10314.0,0.07983069767942652,97.855,97.16
31,10660.0,0.07823664025985635,97.8825,97.38
32,11001.0,0.07942291615918899,97.82499999999999,97.37
33,11346.0,0.07393935898784548,97.87,97.32
34,11682.0,0.07326843468239531,97.9175,97.28
35,12023.0,0.07387555611707891,97.91333333333333,97.35000000000001
36,12365.0,0.07324025235604495,98.00999999999999,97.28
37,12704.0,0.0709307129692752,98.075,97.36
38,13050.0,0.06939097631024196,98.11333333333333,97.32
39,13392.0,0.06300775143317879,98.355,97.5
40,13739.0,0.06553848846000619,98.185,97.52
41,14079.0,0.06436950854375027,98.23833333333334,97.54
42,14428.0,0.06037678708671592,98.46000000000001,97.52
43,14772.0,0.059733470448991285,98.46000000000001,97.5
44,15115.0,0.06032018583112707,98.37666666666667,97.43
45,15459.0,0.0581011682737153,98.465,97.55
46,15807.0,0.05704642646480352,98.5275,97.61999999999999
47,16148.0,0.05640707138925791,98.535,97.72999999999999
48,16498.0,0.04887060012319125,98.66,97.76
49,16851.0,0.05105598890222609,98.72999999999999,97.65
50,17194.0,0.05142124686351356,98.69333333333333,97.7
51,17544.0,0.04907741233124398,98.74000000000001,97.67
52,17891.0,0.04977667544793803,98.705,97.43
53,18244.0,0.04961220549206094,98.7,97.68
54,18588.0,0.04573483491782099,98.81,97.7
55,18937.0,0.04701291450939607,98.7875,97.7
56,19282.0,0.04717288113664836,98.785,97.82
57,19632.0,0.04272971424274147,98.92999999999999,97.75
58,19974.0,0.04387258631788427,98.8825,97.72
59,20318.0,0.04344183414922251,98.89,97.66
