,Skip,Loss,train-acc,test-acc,commd_round
0,299.0,1.0837348391860724,71.885,85.65,13154240.0
1,623.0,0.7739316445589065,79.1975,89.03999999999999,23052480.0
2,949.0,0.6411364896843831,82.55666666666667,90.78,32690240.0
3,1271.0,0.33304793037474156,90.3,91.42,42848960.0
4,1596.0,0.30903499797917905,91.0625,92.31,52616960.0
5,1927.0,0.29376143593341114,91.48833333333334,93.02,61603520.0
6,2244.0,0.23444998571649195,92.965,93.66,72413440.0
7,2570.0,0.22808313579764217,93.33500000000001,93.78999999999999,82051200.0
8,2894.0,0.22152203355915845,93.51833333333333,94.34,91949440.0
9,3231.0,0.1818867466505617,94.73,94.28,100154560.0
10,3556.0,0.18599515561480076,94.6375,94.99,109922560.0
11,3888.0,0.18109192629655202,94.74666666666667,95.00999999999999,118778880.0
12,4217.0,0.15948846930172295,95.30499999999999,95.36,128025920.0
13,4549.0,0.15745884916279465,95.4525,95.57,136882240.0
14,4888.0,0.15354629509616644,95.56166666666667,95.84,144826880.0
15,5226.0,0.14038444737438113,95.95,96.0,152901760.0
16,5566.0,0.13444637172156945,96.08,95.87,160716160.0
17,5904.0,0.13275034183325868,96.17166666666667,96.06,168791040.0
18,6242.0,0.12107036574743688,96.59,96.36,176865920.0
19,6585.0,0.1202645259583369,96.6225,96.41,184289600.0
20,6930.0,0.11911959211419647,96.66333333333334,96.45,191452800.0
21,7275.0,0.10590203589294106,96.995,96.67999999999999,198616000.0
22,7624.0,0.10247781600104645,97.14,96.78999999999999,205258240.0
23,7963.0,0.1045496348105371,97.05333333333334,96.83,213202880.0
24,8310.0,0.09448452098527924,97.46000000000001,96.50999999999999,220105600.0
25,8650.0,0.09662451183074154,97.41499999999999,96.75,227920000.0
26,8985.0,0.09698844180209562,97.31166666666667,96.98,236385600.0
27,9324.0,0.09142342948820442,97.52,96.95,244330240.0
28,9667.0,0.08759656745707617,97.53,97.11999999999999,
29,10006.0,0.08787835691589863,97.55,97.09,
30,10348.0,0.08226827042177319,97.85000000000001,97.02,
31,10688.0,0.0818110404489562,97.80499999999999,97.28999999999999,
32,11029.0,0.08136440473375842,97.82333333333332,97.31,
33,11376.0,0.07371400726493448,97.94500000000001,97.13000000000001,
34,11727.0,0.07135852441540919,98.065,97.33000000000001,
35,12069.0,0.07229538693403205,98.02499999999999,97.49,
36,12411.0,0.07128866428276524,98.05,97.47,
37,12757.0,0.06963192171882839,98.095,97.44,
38,13103.0,0.06945285660369943,98.105,97.19,
39,13450.0,0.06265573745127767,98.25500000000001,97.35000000000001,
40,13796.0,0.06484755127457902,98.2325,97.44,
41,14140.0,0.0638928156058925,98.24833333333333,97.13000000000001,
42,14480.0,0.06140302595333196,98.4,97.54,
43,14827.0,0.059275300295557824,98.42,97.67,
44,15172.0,0.05915791646965469,98.40666666666667,97.61,
45,15519.0,0.05495759756769985,98.615,97.72,
46,15869.0,0.054317860446753914,98.64500000000001,97.69,
47,16219.0,0.05455784461422202,98.59166666666667,97.45,
48,16564.0,0.051562093433458356,98.625,97.58,
49,16911.0,0.051258769476553424,98.695,97.52,
50,17255.0,0.05160524499719031,98.63,97.47,
51,17607.0,0.04688046003226191,98.795,97.63,
52,17950.0,0.04824020847736392,98.7375,97.72999999999999,
53,18293.0,0.04851728908795243,98.72,97.65,
54,18646.0,0.04391800134559162,98.815,97.69,
55,19001.0,0.0450791955049499,98.815,97.75,
56,19349.0,0.044921520136801216,98.84666666666668,97.66,
57,19692.0,0.044030464929528536,98.895,97.75,
58,20040.0,0.044072324098087846,98.88749999999999,97.92999999999999,
59,20384.0,0.04375500022705334,98.90666666666667,97.96000000000001,
