,Skip,Loss,train-acc,test-acc,commd_round
0,205.0,1.1727193780243397,64.35,73.95,
1,300.0,0.9194380617886782,70.9075,78.49000000000001,
2,364.0,0.8043091213703155,74.045,80.34,
3,405.0,0.5352296620234847,81.62,81.34,
4,436.0,0.5151217490062118,82.17750000000001,81.57,
5,469.0,0.5085935294007261,82.43333333333334,82.35,
6,526.0,0.47677270758897067,83.255,82.95,
7,592.0,0.4624426956474781,83.935,82.96,
8,626.0,0.4598541626210014,84.04833333333333,83.24000000000001,
9,674.0,0.43907139223068953,84.6,83.61,
10,712.0,0.43671443454921244,84.855,83.78999999999999,
11,748.0,0.4327558563277125,84.96666666666667,83.99,
12,794.0,0.42523791663348676,85.08,83.95,
13,831.0,0.4181026869826019,85.50750000000001,84.26,
14,868.0,0.41297248400747777,85.75333333333333,84.21,
15,917.0,0.4016273680701852,85.86,84.11999999999999,
16,949.0,0.39792932618409393,86.0375,84.48,
17,987.0,0.3979144158959389,86.05333333333334,84.83000000000001,
18,1035.0,0.38695783004164697,86.395,84.91,
19,1091.0,0.38417671591043473,86.6525,84.99,
20,1140.0,0.3838253975349168,86.59333333333333,85.16,
21,1192.0,0.3666455690562725,86.995,85.21,
22,1246.0,0.37096499295905233,86.9525,85.16,
23,1273.0,0.37332836450388035,86.875,85.50999999999999,
24,1329.0,0.36354621950536964,87.29,85.46000000000001,
25,1376.0,0.36526109324768186,87.1025,85.66,
26,1439.0,0.3630215447147687,87.215,85.27,
27,1490.0,0.3597044431045651,87.295,85.86,
28,1541.0,0.35563216904178263,87.4225,85.97,
29,1599.0,0.3547052226836483,87.46333333333334,85.92,
30,1653.0,0.33798584416508676,88.09,85.85000000000001,
31,1728.0,0.3458977881073952,87.86,85.97,
32,1772.0,0.34687785906096297,87.85166666666666,86.19,
33,1830.0,0.33564050272107127,88.05,86.0,
34,1882.0,0.33959647360257805,88.0275,86.29,
35,1912.0,0.339561060325553,88.04666666666667,86.03,
36,1962.0,0.33588246190920473,87.96000000000001,86.09,
37,2022.0,0.33598943416960536,88.08,86.38,
38,2074.0,0.3323680929156641,88.31166666666667,86.49,
39,2124.0,0.3262883593887091,88.425,86.44,
40,2161.0,0.32799910539761185,88.4,86.36,
41,2219.0,0.326591563479354,88.49833333333333,86.76,
42,2269.0,0.3232139107398689,88.645,86.42,
43,2326.0,0.32129374307580294,88.73,86.6,
44,2383.0,0.3204455109375219,88.63166666666666,86.86,
45,2430.0,0.3150302220322192,88.86500000000001,86.91,
46,2498.0,0.31301001869142053,89.06500000000001,87.02,
47,2546.0,0.3152537395060062,88.84833333333333,86.76,
48,2598.0,0.30486339220777153,89.21,86.94,
49,2635.0,0.3088136737700552,89.0775,86.77,
50,2695.0,0.30968322857593494,89.02833333333334,87.22999999999999,
51,2746.0,0.3074871798790991,89.165,87.14,
52,2793.0,0.30409733654931187,89.25999999999999,87.16000000000001,
53,2844.0,0.3050650993486245,89.20666666666666,86.48,
54,2885.0,0.29641689751297234,89.525,87.31,
55,2922.0,0.29776413715444505,89.4525,87.37,
56,2956.0,0.3010867757288118,89.30666666666667,87.01,
57,3013.0,0.2947013882920146,89.755,87.42,
58,3051.0,0.29525550465099515,89.59,87.07000000000001,
59,3095.0,0.29673261603340506,89.48,87.53,
