,Skip,Loss,train-acc,test-acc
0,0.0,1.924037460923195,29.880000000000003,42.18
1,0.0,1.752538115143776,36.175000000000004,50.87
2,0.0,1.6330718677043914,40.5,59.05
3,1.0,1.5387381936609745,44.0625,60.29
4,8.0,1.463833008301258,47.032000000000004,62.08
5,37.0,1.0363747072815894,63.92,66.65
6,104.0,1.0054897212386131,64.86,69.4
7,195.0,0.9772121921628714,65.95333333333333,71.42
8,311.0,0.9559183996580541,66.67999999999999,74.51
9,444.0,0.9362950617134571,67.374,71.29
10,656.0,0.784288002461195,72.71,73.87
11,865.0,0.7870444680303336,72.625,76.2
12,1126.0,0.7778858045488596,73.03666666666668,76.81
13,1415.0,0.768120175326243,73.3825,76.7
14,1735.0,0.7605419768363237,73.68400000000001,77.24
15,2055.0,0.6949433210119605,76.1,76.99
16,2398.0,0.6859776540799066,76.205,78.01
17,2785.0,0.6774241650346666,76.49333333333334,79.61
18,3182.0,0.6751142965829932,76.545,80.09
19,3595.0,0.6728077487964184,76.554,78.95
20,3994.0,0.6368233526386321,78.52,80.81
21,4449.0,0.6201120118293911,78.905,80.45
22,4899.0,0.6187752765417099,78.75333333333333,81.21
23,5360.0,0.6151899673305452,78.8775,80.44
24,5862.0,0.6152236677058041,78.78,81.3
25,6339.0,0.5717599229048937,80.5,81.12
26,6835.0,0.5745427770158276,80.255,81.62
27,7345.0,0.567061850508675,80.53666666666666,81.7
28,7852.0,0.5644614113457501,80.66,81.85
29,8352.0,0.5622199911080301,80.744,82.39
30,8876.0,0.5165459775067865,82.0,82.22
31,9416.0,0.5227560889013112,81.88,81.81
32,9940.0,0.52570349358581,81.86666666666666,82.01
33,10429.0,0.5265248167854734,81.81,83.15
34,10975.0,0.5238833360370249,81.908,83.27
35,11520.0,0.5072542165964842,82.08,82.9
36,12063.0,0.5069365885648877,82.38499999999999,84.23
37,12633.0,0.4992158107732733,82.78333333333333,83.33
38,13220.0,0.5007204959345981,82.58250000000001,82.84
39,13820.0,0.49807082378566264,82.694,83.05
40,14392.0,0.4715439912676811,83.63000000000001,84.24
41,14988.0,0.47051905813254413,83.42500000000001,82.78
42,15579.0,0.4676870066728443,83.58,84.47
43,16171.0,0.4715296886526048,83.5375,84.38
44,16780.0,0.47125416936948894,83.62,84.62
45,17407.0,0.4614589582309127,84.17,83.06
46,18026.0,0.452099996291101,84.435,84.63
47,18638.0,0.45278996174223723,84.36666666666667,84.95
48,19243.0,0.45020687669655307,84.37249999999999,84.08
49,19865.0,0.4510758018840104,84.358,84.12
50,20488.0,0.43889002067968247,84.81,83.03
51,21134.0,0.4411684369184077,84.77,85.35
52,21786.0,0.44110736005132395,84.82,84.66
53,22443.0,0.4356059172307141,84.91250000000001,85.23
54,23092.0,0.4350256121955812,84.904,84.74
55,23748.0,0.4098524942714721,86.11,85.01
56,24420.0,0.41126613230537623,86.245,85.08
57,25064.0,0.4175669431791951,85.88333333333334,85.4
58,25715.0,0.4154091376061551,85.8725,85.47
59,26379.0,0.4143824386898428,85.82,84.14
60,27050.0,0.39847887045145036,86.50999999999999,85.06
61,27711.0,0.400903070084285,86.25500000000001,85.74
62,28376.0,0.4039200041030223,85.92999999999999,86.11
63,29074.0,0.40158819987880995,86.0175,86.1
