,Loss,train-acc,test-acc
0,0.8630907870978117,77.62,89.4
1,0.6115287245828658,83.655,91.01
2,0.5132695405886819,86.09666666666666,92.05
3,0.4528438444521744,87.6375,92.71000000000001
4,0.4162829382952303,88.57000000000001,93.31
5,0.38638732773888235,89.35333333333332,93.61
6,0.2160031257616356,94.02000000000001,94.28
7,0.20492720383498816,94.285,94.54
8,0.19761650941086312,94.5,94.91000000000001
9,0.19241001927596518,94.525,94.94
10,0.19053310136133805,94.57,95.16
11,0.18606467703753152,94.685,95.57
12,0.15256967261154206,95.96000000000001,95.82000000000001
13,0.14739550081070046,95.91499999999999,95.89999999999999
14,0.142473831916616,96.00333333333333,96.17
15,0.13872165078663964,96.1725,96.48
16,0.1366644501686562,96.238,96.32
17,0.13463749496662059,96.25333333333333,96.52
18,0.10899979489541146,96.89999999999999,96.58
19,0.11197879324987298,96.85000000000001,96.67999999999999
20,0.11150334175257012,96.96000000000001,96.89
21,0.10924240585061488,97.02499999999999,96.89
22,0.1080059873071732,97.042,96.95
23,0.10573378283439282,97.11333333333333,96.66
24,0.08944271280243993,97.61,97.05
25,0.09440588524774648,97.385,97.13000000000001
26,0.09219843491174591,97.43666666666667,97.22
27,0.08947302953296457,97.50750000000001,97.2
28,0.08870511025462766,97.53,97.15
29,0.08676752374887776,97.59,97.2
30,0.0682615362991346,98.19,97.19
31,0.07304668226570357,98.085,97.32
32,0.0735073342677982,98.06666666666666,97.42
33,0.07337971022864803,98.02,97.46000000000001
34,0.07381642909361981,97.98599999999999,97.49
35,0.07321218509715012,98.0,97.48
36,0.06298948309564731,98.33,97.61
37,0.06306071713651182,98.355,97.55
38,0.06334380265484409,98.31,97.55
39,0.06247268311785592,98.30250000000001,97.49
40,0.06279822187256068,98.284,97.58
41,0.06266429385950809,98.295,97.54
42,0.05194955065072281,98.66,97.67
43,0.052856689741951415,98.705,97.61
44,0.054190723538359936,98.6,97.67
45,0.05458862084709108,98.565,97.72
46,0.05478705228288891,98.546,97.71
47,0.05466654135553593,98.54166666666667,97.7
48,0.04552730196912307,98.86,97.75
49,0.04481777674832847,98.875,97.84
50,0.04641345515206922,98.77,97.85000000000001
51,0.04789840241442289,98.70750000000001,97.8
52,0.04826329427707824,98.712,97.78
53,0.04785522646894969,98.725,97.75
54,0.038524857207492456,99.05000000000001,97.82
55,0.04145607909149839,98.99,97.72
56,0.04241621083688612,98.94,97.91
57,0.0422975213267855,98.955,97.92999999999999
58,0.04199434618661471,98.958,97.88
59,0.04244106948674744,98.92166666666667,97.78999999999999
60,0.03661351061775349,99.18,97.98
61,0.03665584720291372,99.105,97.87
62,0.03753914297988619,99.09666666666666,97.92
63,0.037137611924994415,99.08500000000001,97.82
64,0.03690776431280829,99.088,97.89
65,0.037540833291512775,99.07000000000001,97.78999999999999
66,0.03154858179503935,99.31,97.96000000000001
67,0.03352537565697276,99.245,97.92
68,0.03325035019060063,99.23666666666666,97.92
69,0.03312406379290951,99.2175,97.97
70,0.0338925643343784,99.198,97.98
71,0.033607001257207836,99.21,97.87
72,0.027870967539638514,99.4,98.03
73,0.03021645411883219,99.315,98.05
74,0.03007467658877431,99.31333333333333,98.06
75,0.03008121282361026,99.32,97.92
76,0.0300979728737846,99.334,97.96000000000001
77,0.030150362769389177,99.31666666666666,97.83
78,0.027014136907280772,99.41,97.98
79,0.02695715735235717,99.45,98.04
80,0.026882502438287097,99.42999999999999,98.0
81,0.026314468458931515,99.47,98.00999999999999
82,0.02692286620750383,99.446,98.05
83,0.02706871022585498,99.42833333333333,98.08
84,0.022320141993724976,99.58,98.02
85,0.022683816094164286,99.555,97.87
86,0.023537996210852726,99.53999999999999,98.00999999999999
87,0.023514704028083543,99.52,98.07000000000001
88,0.023987360750736115,99.51,97.97
89,0.02432651393049491,99.515,98.11
90,0.022632512396332457,99.59,98.03
91,0.02180148701868893,99.61,98.07000000000001
92,0.02225861692206672,99.56666666666666,98.05
93,0.02205275999091191,99.575,97.99
94,0.022271585843200593,99.568,98.11999999999999
95,0.0222206304037918,99.55000000000001,98.0
96,0.022954860917612677,99.63,98.08
97,0.020724200406002636,99.645,98.09
98,0.020693507397076854,99.64,97.97
99,0.019808792293418264,99.67,98.09
100,0.019759732257606084,99.666,98.03
101,0.020012999096656738,99.64666666666666,98.14
102,0.01963769170080923,99.68,98.09
103,0.018424816396844106,99.7,98.05
104,0.018292446610561456,99.72333333333333,98.09
105,0.018379474232127904,99.71,98.09
106,0.018477409672600333,99.7,98.17
107,0.01822049032378224,99.705,98.04
108,0.01648069659495377,99.81,98.03
109,0.016961173383864662,99.76,98.05
110,0.016775779352613124,99.73666666666666,98.11999999999999
111,0.01672747028604226,99.7425,98.08
112,0.016908614847878197,99.72800000000001,98.11999999999999
113,0.01669208005110886,99.73333333333333,98.15
114,0.014649457850180625,99.85000000000001,98.07000000000001
115,0.014434713609187383,99.85000000000001,98.13
116,0.01475477756077574,99.83666666666666,98.07000000000001
117,0.01459722280629785,99.8275,98.09
118,0.015123516265913713,99.8,98.02
119,0.015163328559018738,99.795,98.08
