,Skip,Loss,train-acc,test-acc,commd_round
0,53.0,1.0617081227401892,66.08833333333334,70.19,
1,5.0,0.6782863144079844,76.12,78.2,
2,3.0,0.5793333538124958,80.35166666666666,79.75999999999999,
3,5.0,0.5338130594914158,81.675,79.38,
4,0.0,0.5100646268079678,82.39333333333333,80.88,
5,5.0,0.49244250655174254,82.89333333333333,82.44,
6,8.0,0.47844723499069614,83.47833333333334,82.62,
7,2.0,0.4682455197597543,83.89,82.80999999999999,
8,3.0,0.45992696203291417,84.18666666666667,82.95,
9,9.0,0.4504779972881079,84.50166666666667,83.19,
10,2.0,0.44685986869037153,84.64666666666668,83.36,
11,7.0,0.440582106548051,84.82166666666666,83.37,
12,7.0,0.4350876659154892,84.93833333333333,82.39,
13,9.0,0.4282414072876175,85.26,82.12,
14,5.0,0.42377538631359735,85.29666666666667,84.3,
15,10.0,0.4207034183417757,85.35833333333333,83.22,
16,9.0,0.4158463226631284,85.485,83.28999999999999,
17,5.0,0.4128929669161638,85.745,83.99,
18,5.0,0.41008874263614414,85.77666666666667,84.16,
19,5.0,0.41010765383640924,85.615,84.34,
