,Loss,train-acc,test-acc
0,3.730389181852341,13.089999999999998,53.8
1,2.97346599919796,25.95,67.5
2,2.55122892973423,34.43,74.8
3,2.245502680134773,40.898,78.68
4,2.041244340181351,45.156,81.71
5,1.892056137907505,48.628,82.45
6,1.7638384576559067,51.593999999999994,84.49
7,1.6471467539399862,54.7,85.51
8,1.5640739872813225,56.477999999999994,86.04
9,1.468056366109848,58.91,86.7
10,1.4009527512669564,60.482,87.55
11,1.3339417028099299,62.117999999999995,88.23
12,1.2719646620839835,63.474,88.65
13,1.211354520970583,65.076,89.09
14,1.1677101355418562,66.474,89.67
15,1.1221788271993398,67.398,89.81
16,1.0715450463697314,68.556,90.21
17,1.028323690865934,69.99,90.11
18,0.9974935937128961,70.814,90.23
19,0.9427358753740788,72.13000000000001,90.15
20,0.9161058288037777,72.758,90.54
21,0.8807694562856108,73.566,90.81
22,0.8492773371942341,74.476,91.02
23,0.8144664323031903,75.318,90.85
24,0.7871856731370092,76.302,91.0
25,0.753123673915863,77.194,90.89
26,0.7300501224167645,77.75,91.38
27,0.6996734972734004,78.448,91.05
28,0.6741892748594284,79.36800000000001,91.08
29,0.6466149239577353,80.23599999999999,91.01
30,0.5110255859525874,84.486,92.28
31,0.42863445022869856,86.984,92.34
32,0.40022762963408604,87.97,92.69
33,0.3858654287386686,88.42,92.4
34,0.3744526169512421,88.724,92.52
35,0.36203738430347293,89.12,92.53
36,0.35606830478310586,89.31,92.43
37,0.347598425796628,89.59,92.45
38,0.3376485440766439,89.87,92.47
39,0.3285392406195402,90.29,92.36
40,0.32188946952726694,90.19800000000001,92.47
41,0.32069628354068846,90.42,92.32
42,0.3101358611213043,90.67,92.45
43,0.3052076503678225,90.94200000000001,92.43
44,0.30154765332276,90.974,92.42
45,0.2887748726097867,91.232,92.13
46,0.28785405906280503,91.434,92.26
47,0.28169526794608685,91.72,92.37
48,0.27465664961403236,91.766,92.42
49,0.277550704801362,91.652,92.45
