,Skip,Loss,train-acc,test-acc
0,274.0,0.9560919595509767,76.28,87.56
1,547.0,0.6888300830312073,82.0625,89.92999999999999
2,795.0,0.5751350017512838,84.695,90.63
3,1075.0,0.3169421482272446,90.78,91.66
4,1364.0,0.30281846432946624,91.22749999999999,92.4
5,1644.0,0.2917836277621488,91.57,92.73
6,1910.0,0.24894316581077874,92.875,93.22
7,2195.0,0.24400806513614953,93.085,93.55
8,2493.0,0.23830749593364695,93.21666666666667,93.85
9,2783.0,0.20180429343134165,94.175,94.16
10,3071.0,0.20496070245746523,94.1725,94.51
11,3372.0,0.20042325347972412,94.3,94.63000000000001
12,3671.0,0.17961202094331383,95.035,94.99
13,3972.0,0.17935335841495545,95.0125,95.16
14,4274.0,0.17359128748998046,95.125,95.25
15,4583.0,0.16363146087154745,95.48,95.67999999999999
16,4894.0,0.15691684142686427,95.5625,95.65
17,5196.0,0.15354249771373968,95.68666666666667,95.82000000000001
18,5503.0,0.13922652273904532,96.22500000000001,95.96000000000001
19,5811.0,0.13670176623854785,96.24000000000001,96.23
20,6128.0,0.13506877889235813,96.32833333333333,96.23
21,6442.0,0.12130537474993616,96.69,96.37
22,6759.0,0.11993106938200071,96.77,96.38
23,7060.0,0.12171945528282474,96.67999999999999,96.58
24,7378.0,0.11130888985935598,97.045,96.44
25,7689.0,0.11093950196402147,97.0775,96.46000000000001
26,8001.0,0.11183763472984234,96.97,96.74000000000001
27,8322.0,0.10522485874360427,97.31,96.92
28,8635.0,0.10210000947467052,97.245,96.83
29,8953.0,0.10274333701236174,97.225,96.83
30,9272.0,0.09397045632824302,97.495,96.94
31,9580.0,0.09334584092022852,97.52,97.08
32,9896.0,0.09362489130658408,97.50833333333333,97.09
33,10210.0,0.08952307340223342,97.6,96.94
34,10525.0,0.08739003566326574,97.6975,97.16
35,10844.0,0.08706977799069136,97.695,97.31
36,11161.0,0.08390377101954073,97.83,97.2
37,11476.0,0.08276549288770184,97.85000000000001,97.16
38,11790.0,0.08205006636523952,97.85333333333334,97.28
39,12114.0,0.07269577876199036,98.245,97.44
40,12430.0,0.07704285100568085,98.0125,97.33000000000001
41,12742.0,0.07609336450695992,98.03166666666667,97.33000000000001
42,13058.0,0.07220634019351564,98.22,97.34
43,13370.0,0.07058276283496526,98.18249999999999,97.35000000000001
44,13691.0,0.07064437240789023,98.14166666666667,97.41
45,14009.0,0.06798423397354782,98.25500000000001,97.36
46,14331.0,0.06731438185204752,98.3,97.37
47,14650.0,0.0670922190998681,98.265,97.54
48,14974.0,0.05983585426700302,98.475,97.55
49,15294.0,0.061788719962351024,98.44000000000001,97.48
50,15610.0,0.06258785330845663,98.37,97.53
51,15934.0,0.059173304529394954,98.395,97.54
52,16251.0,0.06024305656494107,98.42,97.61
53,16572.0,0.05942201424622908,98.43666666666667,97.43
54,16895.0,0.05334720768965781,98.745,97.65
55,17220.0,0.05558556133823003,98.6425,97.57000000000001
56,17543.0,0.056048494031031924,98.60333333333332,97.6
57,17867.0,0.052768782157218086,98.655,97.67
58,18189.0,0.05317618530883919,98.6625,97.61
59,18510.0,0.05340303416169869,98.63333333333333,97.63
