,Skip,Loss,train-acc,test-acc,commd_round
0,179.0,1.3104839667677879,53.425,74.62,
1,224.0,0.9605558385327458,66.0875,79.88,
2,274.0,0.8116403521349033,71.24666666666667,81.39999999999999,
3,298.0,0.4816497131809592,82.95,82.59,
4,324.0,0.4627822316996753,83.58,83.39999999999999,
5,389.0,0.45565402685354156,83.90333333333334,84.00999999999999,
6,437.0,0.4201295603439212,84.985,84.48,
7,511.0,0.40657747743651274,85.66749999999999,84.69,
8,582.0,0.40303106682995954,85.75333333333333,85.22999999999999,
9,662.0,0.378920419216156,86.5,85.32,
10,741.0,0.37475361635908483,86.69,85.78,
11,822.0,0.37154538116107383,86.80833333333334,85.94000000000001,
12,896.0,0.3612854968756437,87.07000000000001,85.45,
13,993.0,0.3556589696742594,87.265,85.82,
14,1091.0,0.35107530442376933,87.47833333333334,86.05000000000001,
15,1183.0,0.33826203694567086,87.945,85.87,
16,1282.0,0.3348357320111245,88.0475,86.38,
17,1389.0,0.3338316914252937,88.09833333333333,86.61999999999999,
18,1499.0,0.321787334010005,88.485,86.77,
19,1611.0,0.3200157633703202,88.53,86.85000000000001,
20,1723.0,0.31939055691162743,88.48,86.94,
21,1815.0,0.2999730554781854,89.18,86.65,
22,1948.0,0.3059214047715068,89.035,86.92,
23,2044.0,0.3081375427730382,88.91166666666666,87.14,
24,2151.0,0.2956852272711694,89.505,87.24,
25,2263.0,0.2972938800789416,89.3825,87.64,
26,2368.0,0.29556534832964343,89.40166666666667,87.15,
27,2459.0,0.290813230779022,89.49000000000001,87.71,
28,2559.0,0.28712279150262476,89.57000000000001,87.64,
29,2688.0,0.28709896009415387,89.55166666666666,87.63,
30,2801.0,0.271791948787868,90.05499999999999,87.61,
31,2906.0,0.27871047499589624,89.84,87.57000000000001,
32,3009.0,0.2784982741934558,89.9,87.92,
33,3117.0,0.26388157345354557,90.48,87.74,
34,3233.0,0.2684260157728568,90.3425,87.89,
35,3340.0,0.26960869097150864,90.31833333333333,87.61,
36,3488.0,0.2635649980045855,90.445,87.98,
37,3603.0,0.2642285013850778,90.51249999999999,88.07000000000001,
38,3715.0,0.26171687609826527,90.57166666666666,88.09,
39,3831.0,0.25395640641450884,90.96499999999999,87.92999999999999,
40,3956.0,0.25578148958273234,90.9825,87.94,
41,4052.0,0.25599821279446283,90.93,88.08,
42,4176.0,0.2489926184527576,91.17,87.9,
43,4288.0,0.2488798052072525,91.1075,88.38000000000001,
44,4403.0,0.2488061593659222,91.06,88.37,
45,4520.0,0.24233217507600785,91.265,88.27000000000001,
46,4648.0,0.23978529137559235,91.42,88.19,
47,4741.0,0.24243318718858065,91.26166666666666,88.09,
48,4850.0,0.23247304695658386,91.63,88.29,
49,4951.0,0.23670164480805397,91.485,88.07000000000001,
50,5055.0,0.23746017674605052,91.445,88.64,
51,5170.0,0.2312441249191761,91.635,88.53999999999999,
52,5270.0,0.22918015105649828,91.7675,88.28,
53,5377.0,0.23067623616506655,91.79333333333334,88.28,
54,5485.0,0.22037772531621158,92.225,88.56,
55,5570.0,0.22234954667743295,92.0975,88.69,
56,5662.0,0.22654288418901464,91.88,88.41,
57,5777.0,0.21703671619296075,92.4,88.28,
58,5886.0,0.21890661797486247,92.3025,88.44,
59,5973.0,0.22060385218511025,92.16833333333334,88.62,
